2019-10-11 14:14:07.886 [restartedMain] INFO  com.osen.cloud.system.LampblackSystemApplication - Starting LampblackSystemApplication on PC-20190708MDDO with PID 9432 (E:\gitworkspace\lampblack-admin\lampblack-system\target\classes started by Administrator in E:\gitworkspace\lampblack-admin)
2019-10-11 15:54:24.373 [task-67] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:54:24.373 [task-67] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:54:24.373 [task-67] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:54, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:55:22.870 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:55:22.870 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011155500001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011155500;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&8201
2019-10-11 15:55:22.871 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:55:22.887 [task-68] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:55:22.888 [task-68] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:55:22.888 [task-68] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:55, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:56:21.368 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:56:21.368 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011155600001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011155600;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&D1C1
2019-10-11 15:56:21.369 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:56:21.369 [task-69] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:56:21.370 [task-69] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:56:21.370 [task-69] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:56, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:57:24.368 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:57:24.368 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011155700001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011155700;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&EC81
2019-10-11 15:57:24.369 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:57:24.369 [task-70] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:57:24.370 [task-70] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:57:24.370 [task-70] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:57, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:58:22.866 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:58:22.866 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011155800001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011155800;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&B2C1
2019-10-11 15:58:22.867 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:58:22.867 [task-71] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:58:22.867 [task-71] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:58:22.868 [task-71] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:58, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:59:21.365 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:59:21.366 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011155900001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011155900;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&8F81
2019-10-11 15:59:21.366 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:59:21.367 [task-72] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:59:21.367 [task-72] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:59:21.367 [task-72] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:59, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:00:24.363 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:00:24.363 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160000001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160000;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&C5C1
2019-10-11 16:00:24.364 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:00:24.364 [task-73] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:00:24.364 [task-73] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:00:24.365 [task-73] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:00, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:00:24.563 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:00:24.564 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191011160000001;ST=22;CN=2051;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&1C80
2019-10-11 16:00:24.564 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:00:24.564 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191011160000001;ST=22;CN=2061;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&0D80
2019-10-11 16:00:24.564 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 设备上传格式错误，不符合HJ212协议
2019-10-11 16:00:24.564 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:00:24.574 [task-74] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 分钟数据类型
2019-10-11 16:00:24.574 [task-74] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传分钟数据到数据库
2019-10-11 16:00:24.574 [task-74] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataMinute(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:00, lampblack=0.0, lampblackMin=0.0, lampblackMax=0.0, lampblackFlag=N, pm=null, pmMin=null, pmMax=null, pmFlag=null, nmhc=null, nmhcMin=null, nmhcMax=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:01:22.863 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:01:22.863 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160100001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160100;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&F881
2019-10-11 16:01:22.864 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:01:22.864 [task-75] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:01:22.864 [task-75] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:01:22.865 [task-75] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:01, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:02:21.361 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:02:21.361 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160200001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160200;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&AB41
2019-10-11 16:02:21.362 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:02:21.362 [task-76] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:02:21.363 [task-76] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:02:21.363 [task-76] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:02, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:03:24.360 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:03:24.360 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160300001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160300;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&9601
2019-10-11 16:03:24.361 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:03:24.361 [task-77] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:03:24.361 [task-77] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:03:24.362 [task-77] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:03, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:03:32.162 [XNIO-1 task-21] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:03:57.852 [XNIO-1 task-25] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:04:22.859 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:04:22.859 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160400001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160400;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&3D40
2019-10-11 16:04:22.859 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:04:22.860 [task-78] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:04:22.860 [task-78] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:04:22.860 [task-78] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:04, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:04:27.856 [XNIO-1 task-31] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:04:57.852 [XNIO-1 task-35] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:05:21.358 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:05:21.359 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160500001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160500;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&0000
2019-10-11 16:05:21.359 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 设备上传格式错误，不符合HJ212协议
2019-10-11 16:05:21.359 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:05:27.858 [XNIO-1 task-39] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:05:57.859 [XNIO-1 task-41] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:06:24.356 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:06:24.356 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160600001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160600;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&53C0
2019-10-11 16:06:24.357 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:06:24.357 [task-79] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:06:24.357 [task-79] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:06:24.357 [task-79] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:06, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:06:27.857 [XNIO-1 task-47] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:06:57.864 [XNIO-1 task-52] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:07:22.855 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:07:22.855 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160700001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160700;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&6E80
2019-10-11 16:07:22.855 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:07:22.856 [task-80] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:07:22.856 [task-80] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:07:22.856 [task-80] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:07, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:07:27.855 [XNIO-1 task-54] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:07:57.849 [XNIO-1 task-59] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:08:21.354 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:08:21.355 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160800001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160800;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&30C0
2019-10-11 16:08:21.356 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:08:21.357 [task-81] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:08:21.357 [task-81] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:08:21.357 [task-81] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:08, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:08:27.852 [XNIO-1 task-64] INFO  c.o.c.system.data.controller.DataHistoryController - 实时数据返回
2019-10-11 16:09:24.353 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:09:24.353 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011160900001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011160900;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&0D80
2019-10-11 16:09:24.353 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 设备上传格式错误，不符合HJ212协议
2019-10-11 16:09:24.353 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:10:22.851 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:10:22.852 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011161000001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011161000;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&1400
2019-10-11 16:10:22.853 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:10:22.873 [task-82] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:10:22.874 [task-82] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 16:10:22.874 [task-82] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:10, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:10:23.052 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:10:23.052 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191011161000001;ST=22;CN=2051;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011161000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&1100
2019-10-11 16:10:23.052 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:10:23.053 [task-83] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 分钟数据类型
2019-10-11 16:10:23.053 [task-83] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传分钟数据到数据库
2019-10-11 16:10:23.053 [task-83] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataMinute(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T16:10, lampblack=0.0, lampblackMin=0.0, lampblackMax=0.0, lampblackFlag=N, pm=null, pmMin=null, pmMax=null, pmFlag=null, nmhc=null, nmhcMin=null, nmhcMax=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 16:11:21.349 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:11:21.350 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011161100001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011161100;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&2940
2019-10-11 16:11:21.351 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 16:11:21.351 [task-84] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 16:11:21.351 [task-84] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
